month,date,hours,minutes,type,subType,source,neighbourhood,lat,lng
01,01,9,37,3,5,4,16,37.728804114404, -122.370160779575
01,01,9,42,3,5,3,7,37.7989693135443, -122.405645390632
01,01,9,49,2,8,3,17,37.731695619169, -122.449073300585
01,01,9,49,1,10,3,18,37.7709345422476, -122.447122711355
01,01,9,50,4,7,3,1,37.7681900032667, -122.421364418123
01,01,9,50,1,1,3,18,37.7691793012899, -122.445921954705
01,01,9,53,4,7,3,19,37.762198121557, -122.435913508408
01,01,10,5,3,5,3,20,37.7746511354198, -122.396352873929
01,01,12,29,1,2,1,21,37.747363758863, -122.418534442273
01,01,10,14,3,5,3,15,37.7777740509689, -122.493167940018
01,01,10,17,1,9,3,22,37.783524852318, -122.420688065695
01,01,10,26,3,5,3,16,37.727376430705, -122.382904542125
01,01,10,28,3,5,3,23,37.794192421057, -122.403815530749
01,01,10,28,3,5,2,24,37.804033486912, -122.433524603101
01,01,10,36,2,8,2,8,37.776202957058, -122.409547895522
01,01,10,37,3,5,2,8,37.776202957058, -122.409547895522
01,01,10,47,1,2,3,22,37.783822417256, -122.420051523112
01,01,10,51,3,5,3,7,37.80140797899, -122.411521906902
01,01,10,51,3,5,3,25,37.784559781552, -122.391476989647
01,01,10,52,1,1,2,26,37.795070192307, -122.413298431498
01,01,10,53,3,5,3,25,37.784559781552, -122.391476989647
01,01,10,56,1,9,4,22,37.7835677876724, -122.419273410521
01,01,10,56,4,11,3,27,37.784683725, -122.392741268
01,01,10,57,5,12,3,15,37.7777740509689, -122.493167940018
01,01,10,57,1,2,2,15,37.781753256015, -122.485299868372
01,01,10,58,3,5,3,27,37.78397570359, -122.392545522461
01,01,10,59,4,7,3,1,37.753237227934, -122.41616240915
01,01,11,0,3,5,3,8,37.775714361802, -122.407893900415
01,01,11,5,1,2,3,28,37.7292228389386, -122.415192699298
01,01,11,6,1,6,2,26,37.7930745461756, -122.408545085833
01,01,11,10,1,1,3,11,37.7787038340328, -122.472708514629
01,01,11,19,4,7,3,29,37.785891422546, -122.423773743957
01,01,11,21,1,10,3,30,37.7760442823384, -122.429553935493
01,01,11,21,1,2,3,10,37.78914229155, -122.414520756656
01,01,11,25,1,1,3,31,37.744351365237, -122.485297049759
01,01,11,27,1,6,2,32,37.7121876435683, -122.469302934093
01,01,11,27,2,8,3,1,37.761871338505, -122.420960231197
01,01,11,55,4,7,1,1,37.7654474943791, -122.413105187419
01,01,11,57,4,7,1,1,37.768506705888, -122.414159702508
01,01,11,58,3,5,1,8,37.781353030367, -122.409584698917
01,01,12,1,1,1,3,33,37.772393485117, -122.452314667676
01,01,12,3,3,5,3,1,37.763906771102, -122.420719205307
01,01,12,4,3,5,3,7,37.8044810307896, -122.415052337708
01,01,12,9,5,12,3,34,37.7453913922658, -122.507442624206
01,01,12,21,3,5,3,7,37.805048932894, -122.414334132516
01,01,12,26,1,1,1,35,37.7360610336851, -122.424466098948
01,01,12,27,1,2,1,1,37.7508369327138, -122.41501435341
01,01,12,28,1,6,1,12,37.7482308290053, -122.414918816093
01,01,12,31,4,11,1,21,37.7417605898341, -122.422366312528
01,01,12,33,3,5,3,36,37.774072555411, -122.423606673383
01,01,12,40,1,6,2,1,37.757488203081, -122.416569177766
01,01,12,41,4,7,3,8,37.7754368609784, -122.413718252262
01,01,12,50,1,9,2,34,37.7651600941175, -122.483685356436
01,01,12,58,1,1,1,8,37.779719572437, -122.402703921554
01,01,13,42,4,7,3,29,37.786175599656, -122.424017077987
01,01,13,50,1,9,3,8,37.77089605601, -122.414996527268
01,01,13,55,1,2,2,5,37.7123355681511, -122.450773426983
01,01,14,2,3,5,2,37,37.786926261023, -122.406308241211
01,01,14,30,4,7,3,8,37.7754368609784, -122.413718252262
01,01,14,41,1,9,3,15,37.7816271704732, -122.493446480801
01,01,14,43,2,8,2,22,37.785890014152, -122.415678886977
01,01,14,50,1,2,2,38,37.77126933102, -122.423354130801
01,01,14,50,1,6,2,15,37.7763509476969, -122.483390033102
01,01,14,50,5,12,3,30,37.774824748193, -122.424136402069
01,01,14,52,3,5,2,15,37.7763509476969, -122.483390033102
01,01,14,52,5,12,2,31,37.7484089719609, -122.48144022646
01,01,14,56,3,5,1,39,37.7311684957279, -122.426161763831
01,01,15,3,3,5,2,39,37.7299193344446, -122.440665153596
01,01,15,7,1,6,2,34,37.7610395567581, -122.49199750902
01,01,15,9,3,5,3,2,37.742626978593, -122.423356500693
01,01,15,10,2,8,3,8,37.77606824132, -122.412773269393
01,01,15,16,3,5,2,1,37.7554369160237, -122.418747688955
01,01,15,19,2,13,2,40,37.7868658612203, -122.460404199568
01,01,15,21,3,5,3,1,37.761988459413, -122.41965970577
01,01,15,24,3,5,3,8,37.775048392142, -122.414268448402
01,01,15,24,5,12,3,30,37.777055626982, -122.429935173792
01,01,15,28,1,2,2,21,37.7464919665349, -122.420357763462
01,01,15,30,3,5,3,15,37.7762037212659, -122.486603247829
01,01,15,34,3,5,2,41,37.793112856483, -122.422704209061
01,01,15,35,1,1,3,15,37.776252528017, -122.485532400943
01,01,15,35,3,5,3,21,37.7363086085678, -122.406703926078
01,01,15,35,5,12,3,29,37.7864023928464, -122.423213882426
01,01,15,43,1,1,2,38,37.769961045558, -122.424365942857
01,01,15,48,3,5,3,15,37.7740445903591, -122.492902782237
01,01,15,48,3,5,3,8,37.7877175093053, -122.395007836409
01,01,16,2,1,6,2,15,37.78141515654, -122.495024177898
01,01,16,5,4,7,3,29,37.785891422546, -122.423773743957
01,01,16,6,2,8,2,13,37.7676621973961, -122.430081554541
01,01,16,8,1,6,3,7,37.7998522372205, -122.406218828461
01,01,16,10,3,5,3,42,37.8007369401117, -122.406800980367
01,01,16,13,1,6,2,10,37.789212731507, -122.412109967976
01,01,16,18,5,12,2,4,37.7986483505393, -122.430747175432
01,01,16,20,5,12,2,4,37.7993695979668, -122.432580618945
01,01,16,28,3,5,3,9,37.7791108523007, -122.506164663441
01,01,16,30,3,5,3,9,37.7791599072927, -122.5050896363
01,01,16,30,3,5,3,9,37.7791599072927, -122.5050896363
01,01,16,32,1,2,3,21,37.746138558423, -122.420718020616
01,01,16,32,4,7,3,1,37.7647053193971, -122.415250771618
01,01,16,32,3,5,3,9,37.7791599072927, -122.5050896363
01,01,16,58,1,1,3,34,37.747461115298, -122.505687556664
01,01,16,32,3,5,3,9,37.7792085779433, -122.504020481231
01,01,16,33,3,5,3,9,37.779455940081, -122.503504335817
01,01,16,34,5,12,3,12,37.806858503, -122.406693006
01,01,16,37,5,12,3,43,37.726652786983, -122.433392008266
01,01,16,37,5,12,2,44,37.8022012701979, -122.417966306222
01,01,16,39,3,5,3,15,37.779234073686, -122.499009323194
01,01,16,40,1,2,2,22,37.786485310355, -122.414123477006
01,01,16,46,3,5,3,15,37.781289180042, -122.497783394304
01,01,16,46,5,12,3,15,37.779339477151, -122.496778547971
01,01,16,56,3,5,2,37,37.7880333405616, -122.406683152669
01,01,16,58,3,5,2,37,37.7889863197183, -122.406865111672
01,01,17,1,1,9,2,22,37.785282086701, -122.42043300926
01,01,17,17,3,5,3,34,37.763281265773, -122.478017553885
01,01,17,27,1,10,3,12,37.764352971, -122.45294604
01,01,17,28,1,1,3,45,37.7643954303871, -122.453516014882
01,01,17,28,1,1,3,45,37.764476840635, -122.453762163309
01,01,17,29,3,5,3,46,37.762315738427, -122.462972150313
01,01,17,30,3,5,3,45,37.764507684794, -122.454589298364
01,01,17,50,1,1,3,4,37.798677486285, -122.433653323828
01,01,17,52,3,5,2,37,37.788514494087, -122.404556724762
01,01,17,54,1,2,2,37,37.788514494087, -122.404556724762
01,01,18,22,4,7,3,8,37.7803628267068, -122.399079518988
01,01,18,22,1,1,3,12,37.7612617, -122.462760568
01,01,18,23,1,1,3,46,37.761408152852, -122.462770056952
01,01,19,27,3,5,3,47,37.7640265248589, -122.449600102112
01,01,20,6,1,6,3,44,37.796155271, -122.412796262
01,01,20,8,1,6,3,10,37.789112571208, -122.411877775637
01,01,21,52,1,1,3,48,37.7560388326792, -122.443188071942
01,01,21,57,3,5,3,21,37.746727924, -122.414957226
01,01,22,18,4,7,3,19,37.764577397758, -122.432291285654
01,01,22,21,1,6,3,10,37.789212731507, -122.412109967976
01,01,22,25,2,8,3,8,37.771347323518, -122.422667102345
01,01,22,45,3,5,3,32,37.715382410643, -122.471086035893
01,01,22,52,3,5,1,26,37.794689980106, -122.410073014084
01,01,23,5,1,1,3,7,37.802617876629, -122.408152159526
01,01,23,21,4,7,3,8,37.783116856974, -122.408111302244
01,01,23,54,1,6,2,49,37.757940653078, -122.4356987701
01,02,0,22,1,9,4,49,37.757940653078, -122.4356987701
01,02,0,23,3,5,3,15,37.781726096078, -122.49129878657
01,02,0,23,1,1,3,15,37.781982045195, -122.492328045967
01,02,0,24,1,1,3,15,37.781594729882, -122.492958107395
01,02,0,25,1,6,3,15,37.78141515654, -122.495024177898
01,02,0,27,5,12,3,15,37.783580110367, -122.488494356817
01,02,0,28,5,12,3,9,37.778965092362, -122.509368318163
01,02,2,11,3,5,3,15,37.782269633668, -122.48503416689
01,02,2,16,3,5,3,1,37.76363327242, -122.419691885214
01,02,3,0,1,1,1,15,37.781824883335, -122.489156967748
01,02,4,22,1,9,4,22,37.783569039897, -122.415132564771
01,02,5,59,1,1,1,1,37.7569019780163, -122.421117457509
01,02,6,1,1,1,1,1,37.749215424246, -122.420201734273
01,02,6,2,1,6,1,1,37.7494905046157, -122.41065805991
01,02,6,3,1,1,1,1,37.7507710911438, -122.416107603191
01,02,6,4,1,1,1,1,37.764633874632, -122.417881063382
01,02,6,6,1,1,1,1,37.7507371960877, -122.416671673033
01,02,6,8,3,5,1,1,37.7491382263387, -122.41651868387
01,02,6,9,1,1,1,21,37.74368813761, -122.420691439944
01,02,6,10,1,9,4,49,37.757940653078, -122.4356987701
01,02,6,11,1,9,1,35,37.7360610336851, -122.424466098948
01,02,6,11,1,6,1,35,37.737855409239, -122.42383203125
01,02,6,16,5,12,2,34,37.7556824983503, -122.486247555333
01,02,6,40,1,9,4,22,37.7835677876724, -122.419273410521
01,02,6,40,1,9,4,50,37.7715916553724, -122.50561101338
01,02,6,40,1,9,4,1,37.7618358043403, -122.419359315196
01,02,6,40,1,9,4,1,37.7604332780234, -122.415928819083
01,02,6,45,1,1,2,23,37.7957669469461, -122.408704639157
01,02,6,59,5,12,3,29,37.7806117045836, -122.423730850957
01,02,7,9,3,5,2,11,37.784738153031, -122.469643374035
01,02,7,10,1,2,2,11,37.784738153031, -122.469643374035
01,02,7,12,1,2,2,11,37.7827019747405, -122.469770008355
01,02,7,14,1,9,4,1,37.752526416791, -122.421377047589
01,02,7,15,1,1,2,11,37.782839583127, -122.470998519111
01,02,7,17,3,5,2,51,37.7344816062216, -122.402201793999
01,02,7,24,1,1,3,44,37.799499083118, -122.423063179794
01,02,7,29,2,13,2,3,37.755073483059, -122.422818338443
01,02,7,33,1,6,2,52,37.7691482064722, -122.424474850717
01,02,7,35,3,5,2,52,37.7691482064722, -122.424474850717
01,02,7,37,1,2,3,53,37.771510422304, -122.442226213318
01,02,8,4,3,5,3,8,37.771347323518, -122.422667102345
01,02,8,5,3,5,2,22,37.7839325967532, -122.41259531556
01,02,8,6,3,5,3,1,37.7591338604323, -122.410758686679
01,02,8,12,1,9,4,5,37.7138861920697, -122.448950335186
01,02,8,12,1,9,4,54,37.7375417845379, -122.390521192223
01,02,8,12,1,9,4,54,37.7293538742564, -122.389418879107
01,02,8,16,3,5,3,1,37.7682256768311, -122.420776732842
01,02,8,16,1,1,3,1,37.7682256768311, -122.420776732842
01,02,8,17,4,7,3,1,37.7681900032667, -122.421364418123
01,02,8,23,1,1,2,5,37.710283155042, -122.450733826911
01,02,8,23,3,5,1,12,-1,-1
01,02,8,24,3,5,3,41,37.792504023132, -122.422503264879
01,02,8,26,1,6,2,39,37.726441893053, -122.433654671237
01,02,8,27,3,5,3,21,37.746667810897, -122.415006278875
01,02,8,40,2,8,3,8,37.7715950948218, -122.422526300512
01,02,8,42,3,5,3,21,37.746138558423, -122.420718020616
01,02,8,48,1,2,2,29,37.7820568705677, -122.427396465061
01,02,8,49,4,11,3,12,37.746339449, -122.421070252
01,02,10,5,1,6,2,34,37.742861913244, -122.506690125387
01,02,8,51,3,5,3,55,37.713059504246, -122.404769760022
01,02,8,53,3,5,3,21,37.7464919665349, -122.420357763462
01,02,8,53,3,5,2,56,37.7340176999569, -122.406515444102
01,02,8,55,1,2,2,56,37.7340176999569, -122.406515444102
01,02,8,56,1,2,2,56,37.7337027026577, -122.407546024631
01,02,8,57,1,2,2,56,37.7337027026577, -122.407546024631
01,02,8,58,1,2,3,20,37.7690414037676, -122.398179307756
01,02,8,58,1,2,2,56,37.7329633454163, -122.405909406972
01,02,8,59,4,7,3,38,37.770606083454, -122.425386670291
01,02,9,0,1,2,2,56,37.7244607439131, -122.405571715006
01,02,9,3,3,5,2,1,37.768471289294, -122.416707455141
01,02,9,7,5,12,2,24,37.8014179048445, -122.446530450808
01,02,9,8,1,6,2,30,37.777033901065, -122.430397610507
01,02,9,10,3,5,1,36,37.772399151724, -122.429248599807
01,02,9,14,3,5,2,32,37.7179002650787, -122.468036480323
01,02,9,16,1,1,2,57,37.7278459704283, -122.42811581692
01,02,9,18,5,12,2,58,37.7948173347481, -122.423227256295
01,02,10,6,2,3,2,8,37.773269864498, -122.41779778845
01,02,9,25,5,12,2,57,37.7258709595197, -122.432857230935
01,02,9,28,2,8,2,1,37.751041861359, -122.421627910319
01,02,9,28,4,11,3,59,37.741873974, -122.394829742
01,02,9,28,1,1,2,46,37.7617471571397, -122.475924197088
01,02,9,33,1,9,4,11,37.782839583127, -122.470998519111
01,02,9,38,1,2,2,24,37.8015375291558, -122.439703883886
01,02,9,39,5,12,3,60,37.763282996207, -122.405408165974
01,02,9,43,3,5,2,50,37.7721784978731, -122.492761352273
01,02,9,47,3,5,2,56,37.72205249571, -122.403332768626
01,02,9,47,2,8,2,8,37.778402520936, -122.410053675217
01,02,9,49,2,8,3,38,37.7706611617663, -122.423905697979
01,02,9,50,3,5,2,56,37.7210227758778, -122.40303416315
01,02,9,51,1,2,2,56,37.7225740333629, -122.402604945914
01,02,9,52,3,5,2,1,37.761999080785, -122.407883152097
01,02,9,53,1,6,2,22,37.785410374583, -122.416317168019
01,02,9,53,4,7,2,1,37.7644270873945, -122.408423927658
01,02,9,53,3,5,3,61,37.71329541246, -122.436611695427
01,02,10,0,1,2,2,31,37.7373130980158, -122.478500323931
01,02,10,3,3,5,1,21,37.742606223643, -122.422945603941
01,02,10,4,3,5,3,39,37.7267191301274, -122.435990849882
01,02,10,6,1,10,3,10,37.7879581055398, -122.413413056103
01,02,10,7,2,8,3,13,37.764391484084, -122.43340565699
01,02,10,11,3,5,2,57,37.7208677845516, -122.426830604898
01,02,10,13,5,12,3,8,37.781781775838, -122.401115509702
01,02,10,23,3,5,3,54,37.733752677435, -122.385097691721
01,02,10,23,4,7,2,36,37.772399151724, -122.429248599807
01,02,10,26,3,5,2,52,37.764499158285, -122.42438153738
01,02,10,27,3,5,2,52,37.762869526814, -122.421850849423
01,02,10,27,4,7,3,52,37.7612895823341, -122.428354118317
01,02,10,28,2,4,3,55,37.7129948777352, -122.402098015665
01,02,10,29,3,5,2,52,37.763174462177, -122.425956214083
01,02,10,29,3,5,3,55,37.7129948777352, -122.402098015665
01,02,10,30,6,14,4,12,37.7340138924177, -122.390967896598
01,02,10,30,1,9,4,58,37.7912890099034, -122.422514890645
01,02,10,30,1,9,4,41,37.7898297869486, -122.418842672167
01,02,10,30,1,9,4,26,37.79283825163, -122.416712322487
01,02,10,30,1,9,4,26,37.7936426717919, -122.411186651433
01,02,10,30,1,9,4,26,37.7917038770735, -122.419221669596
01,02,10,30,1,9,4,26,37.7932232440903, -122.414470187696
01,02,10,30,1,9,4,15,37.781824883335, -122.489156967748
01,02,10,30,1,9,4,1,37.752630957955, -122.415345523932
01,02,10,30,1,9,4,15,37.7818745544463, -122.488085025704
01,02,10,31,2,8,2,62,37.78159264538, -122.414998841802
01,02,10,33,1,1,2,26,37.791171329254, -122.418364297732
01,02,10,33,1,1,2,63,37.7841065298535, -122.441348459327
01,02,10,39,4,11,3,64,37.7146944670787, -122.485229080439
01,02,10,40,1,6,3,1,37.763406769351, -122.417927947786
01,02,10,41,4,7,3,64,37.71617755, -122.484448108
01,02,10,41,3,5,2,57,37.721106607502, -122.43149631076
01,02,10,41,5,12,2,56,37.7215343139683, -122.401074024586
01,02,10,44,3,5,2,57,37.7216186986126, -122.432806132432
01,02,10,47,3,5,2,44,37.8034127228457, -122.423275081125
01,02,10,47,1,10,2,56,37.7240357270296, -122.402108402707
01,02,10,55,2,8,5,8,37.769743912536, -122.411255677281
01,02,10,57,1,6,2,33,37.77456202582, -122.442057482155
01,02,10,58,1,1,3,13,37.770303817232, -122.430699909766
01,02,10,58,3,5,2,56,37.7276341245525, -122.403592873611
01,02,10,59,1,10,5,65,37.7215167752927, -122.440109279847
01,02,11,0,3,5,2,34,37.7458329387251, -122.497381516386
01,02,11,1,1,10,2,56,37.7306079937345, -122.41139452873
01,02,11,2,3,5,2,56,37.731255205588, -122.409478143276
01,02,11,2,1,1,3,12,37.775873974, -122.439547909
01,02,11,3,1,2,3,33,37.775571765482, -122.439469052286
01,02,11,3,3,5,2,56,37.7229153846097, -122.411485119511
01,02,11,4,3,5,2,56,37.7234302516119, -122.409514696307
01,02,11,5,2,8,3,8,37.776164563331, -122.413817034427
01,02,11,6,1,1,1,24,37.799269660514, -122.444256666439
01,02,11,7,5,12,2,4,37.8000514143857, -122.434404763035
01,02,11,10,3,5,3,16,37.726527383264, -122.382437519563
01,02,11,14,3,5,3,16,37.727376430705, -122.382904542125
01,02,11,16,1,1,2,24,37.800122689369, -122.44256946705
01,02,11,18,3,5,2,1,37.767015808102, -122.417481030005
01,02,11,25,3,5,1,32,37.7124218702048, -122.467072631897
01,02,11,26,2,8,3,8,37.777479176109, -122.411859534743
01,02,11,29,7,15,1,32,37.711171145378, -122.462545853234
01,02,11,30,1,2,2,60,37.751844907123, -122.404241905985
01,02,11,31,2,8,2,22,37.78438499029, -122.418030203667
01,02,11,32,4,7,2,10,37.787857818183, -122.421386319231
01,02,11,34,3,5,2,10,37.786553950694, -122.418018621421
01,02,11,44,3,5,3,30,37.776315418565, -122.423342989285
01,02,11,46,3,5,3,38,37.771959033641, -122.428571234904
01,02,11,49,3,5,3,36,37.771476235497, -122.42875809765
01,02,11,55,3,5,3,7,37.804970874329, -122.411833836162
01,02,12,4,3,5,3,8,37.781294347623, -122.405415209587
01,02,12,6,4,11,3,1,37.763737166752, -122.408183122791
01,02,12,20,1,2,2,52,37.7621604791858, -122.426146007556
01,02,12,21,1,1,3,15,37.778220527861, -122.48692350112
01,02,12,21,1,10,2,66,37.766701011397, -122.450728321587
01,02,12,22,1,2,2,66,37.766302435631, -122.448917207968
01,02,12,24,1,1,2,3,37.756959399598, -122.421994107357
01,02,12,28,1,6,3,52,37.764663980083, -122.422159807273
01,02,12,34,1,1,2,1,37.7638231032637, -122.413587566349
01,02,12,34,1,6,2,34,37.742967957278, -122.506697449514
01,02,12,35,1,1,2,53,37.767783392657, -122.444645177682
01,02,12,37,1,2,2,18,37.767312475904, -122.446700439636
01,02,12,46,4,7,3,52,37.760923022752, -122.425782041744
01,02,12,48,1,2,2,15,37.780377036129, -122.487924947786
01,02,12,48,4,7,3,8,37.779944144932, -122.408149096909
01,02,12,49,1,6,3,8,37.779778480486, -122.408055639826
01,02,12,56,1,2,2,15,37.780377036129, -122.487924947786
01,02,13,6,1,2,2,3,37.7567335862435, -122.423913143921
01,02,13,10,1,1,3,8,37.776432394395, -122.412614258298
01,02,13,10,1,1,3,30,37.775280802938, -122.42947015486
01,02,13,14,6,14,2,67,37.8270435501437, -122.377589016216
01,02,13,20,3,5,3,8,37.775048392142, -122.414268448402
01,02,13,23,1,1,2,63,37.786535999949, -122.446479625233
01,02,13,27,3,5,3,68,37.789715960612, -122.401974790465
01,02,14,3,1,2,3,7,37.8030847114867, -122.408074701147
01,02,14,7,3,5,3,7,37.802379697035, -122.408065630976
01,02,14,7,1,10,2,1,37.766989844003, -122.415499966421
01,02,14,7,1,6,2,34,37.738576450751, -122.495579745683
01,02,14,9,3,5,2,36,37.773981210969, -122.429729672999
01,02,14,11,1,1,2,36,37.773981210969, -122.429729672999
01,02,14,50,3,5,1,2,37.7527596738989, -122.436454225255
01,02,14,50,2,8,3,1,37.7638231032637, -122.413587566349
01,02,14,55,1,6,2,18,37.771170098663, -122.450717558058
01,02,14,57,1,1,3,44,37.800050446529, -122.418888642319
01,02,15,1,2,13,2,13,37.7634626889919, -122.435258515119
01,02,15,10,1,10,2,15,37.780477438999, -122.487055840849
01,02,15,21,3,5,3,35,37.7395333620176, -122.419165474895
01,02,15,25,3,5,3,15,37.7795042021395, -122.497591779925
01,02,15,36,5,12,2,22,37.7842357811105, -122.417706870907
01,02,15,44,2,8,3,8,37.769777879445, -122.413545210459
01,02,15,49,1,9,4,54,37.7347973165503, -122.39069383461
01,02,15,49,1,9,4,26,37.7917038770735, -122.419221669596
01,02,15,49,1,9,4,15,37.781982045195, -122.492328045967
01,02,15,49,1,9,4,1,37.75647019418, -122.41681346466
01,02,15,49,3,5,4,1,37.760829974342, -122.417230702082
01,02,15,49,3,5,4,26,37.7930153868832, -122.409009484588
01,02,15,50,1,9,3,57,37.724938562533, -122.431169720986
01,02,15,50,5,12,3,57,37.7258709595197, -122.432857230935
01,02,15,54,1,10,1,15,37.7803346228724, -122.479383053156
01,02,15,57,3,5,2,11,37.782780762099, -122.469251460004
01,02,16,1,3,5,2,23,37.795058714292, -122.409302428684
01,02,16,1,3,5,3,15,37.775542682723, -122.483172086397
01,02,16,2,3,5,3,13,37.7650606462899, -122.433178680721
01,02,16,5,2,13,3,69,37.773408176893, -122.404553623168
01,02,16,15,5,12,3,1,37.753833457794, -122.41667728552
01,02,16,32,7,16,2,50,37.7651167489055, -122.484758958348
01,02,16,42,3,5,2,60,37.7519606357805, -122.402314764761
01,02,16,44,2,8,3,8,37.7728121372357, -122.412824240795
01,02,16,50,1,1,2,55,37.711086369387, -122.404038502971
01,02,16,51,1,1,2,37,37.789315558334, -122.402169279042
01,02,16,53,1,2,2,37,37.789315558334, -122.402169279042
01,02,16,54,1,1,3,8,37.775006184328, -122.411244731936
01,02,16,59,1,2,3,18,37.771070313546, -122.452139239588
01,02,17,2,1,1,1,34,37.755729940833, -122.485176275626
01,02,17,7,1,2,2,39,37.7300213743456, -122.428327892315
01,02,17,24,2,8,2,43,37.800896432517, -122.39913010296
01,02,17,25,4,7,3,8,37.7740432481341, -122.414367549633
01,02,17,27,3,5,3,1,37.75932853843, -122.416569597646
01,02,17,29,4,7,3,69,37.7730086309449, -122.406358018767
01,02,17,30,4,7,3,12,37.77602214, -122.402932085
01,02,17,54,1,2,2,15,37.773748371572, -122.496309738646
01,02,18,34,3,5,3,1,37.760476927913, -122.413243046507
01,02,18,44,1,10,3,39,37.731190455698, -122.421048153988
01,02,19,2,1,1,3,7,37.7981185412778, -122.404679883341
01,02,19,2,4,11,3,17,37.731398973262, -122.446852487458
01,02,19,3,1,1,3,7,37.79776963351, -122.405680087261
01,02,19,4,2,8,3,7,37.7981185412778, -122.404679883341
01,02,19,54,3,5,3,27,37.7863788603399, -122.395645493899
01,02,19,58,2,3,2,8,37.774628805593, -122.418848088939
01,02,20,12,1,1,3,8,37.77752991494, -122.407657210512
01,02,20,22,4,7,3,1,37.7654474943791, -122.413105187419
01,02,20,23,4,7,3,1,37.76654276882, -122.413051590739
01,02,20,24,3,5,3,63,37.7846169202645, -122.444831253681
01,02,21,9,3,5,3,8,37.777555556659, -122.405097295183
01,02,21,29,4,7,3,1,37.763033533722, -122.411109194418
01,02,22,19,1,9,4,1,37.762333917828, -122.421357139839
01,02,22,19,1,9,4,70,37.720822442904, -122.395769072305
01,02,23,33,4,7,3,19,37.764105964363, -122.432887377584
01,02,23,50,4,7,3,27,37.787674005121, -122.391772547401
01,02,23,50,2,8,3,27,37.786983535338, -122.39085153801
01,03,0,10,3,5,3,11,37.777483196434, -122.459760989853
01,03,0,35,3,5,2,11,37.7844489226798, -122.472585964545
01,03,1,37,3,5,3,36,37.7721083705778, -122.430433791909
01,03,2,14,1,6,3,71,37.72262561804, -122.455304730069
01,03,2,23,1,9,4,29,37.7852143608468, -122.421360123854
01,03,2,54,1,9,4,10,37.787087246742, -122.421559837824
01,03,6,14,1,2,1,72,37.7353698896474, -122.424702425088
01,03,6,17,1,9,1,2,37.743308340319, -122.429053060208
01,03,6,18,1,1,1,2,37.7427642989725, -122.428805604156
01,03,6,21,1,2,1,2,37.7444975177606, -122.426746324961
01,03,6,22,1,1,1,39,37.730025719193, -122.430619606489
01,03,6,23,1,1,1,11,37.78434343544, -122.465736855501
01,03,6,23,3,5,2,18,37.770136861311, -122.447098070673
01,03,6,23,1,6,1,1,37.7561016703999, -122.421041059539
01,03,6,24,1,2,1,1,37.750540431315, -122.419933785716
01,03,6,26,1,2,1,1,37.7508369327138, -122.41501435341
01,03,6,27,1,10,1,1,37.7513102050503, -122.407139079772
01,03,6,29,1,2,1,1,37.7513102050503, -122.407139079772
01,03,6,30,1,1,1,60,37.7517261336742, -122.406219473838
01,03,6,31,1,9,1,73,37.7487664065195, -122.406757937269
01,03,6,32,1,9,1,1,37.74882665166, -122.417895485129
01,03,7,29,1,6,2,52,37.768922563127, -122.424321803601
01,03,7,32,1,1,2,26,37.792800491892, -122.408109042355
01,03,7,35,1,2,2,52,37.7691482064722, -122.424474850717
